car,score,content
2026 메르세데스-벤츠 AMG GLC 쿠페,8.50,승차감 포기하고 혼자타기 좋은차...연비는 정속주행하면 생각보다 잘 나옴...14키로 까지 올라갔음. 일반주행시 9키로대(고급유기준) 함 주행성능 가속 괜찮음..4기통이라...6기통 마칸 비교시..느낌이 다름 미션은 별로...저속 주행시 초반 출발시 울컥임이 있음. 차에 짐 많으면 불편
2026 메르세데스-벤츠 AMG GLC 쿠페,8.83,"스포츠 플러스로 잘나가고 140km 이상에서 안정성과 코너 돌 때 넘어질것 같지만 재밌고, 가격과 연비가 조금 아쉽.."
2026 메르세데스-벤츠 AMG GLC 쿠페,9.00,머니머니해도 디자인최고 너무이뻐요 다른건 생각안하고 디자인하나보고삿는데 생각보다 언비 나쁘지 않은거같애요 ㅋㅋ
2026 메르세데스-벤츠 AMG GLC 쿠페,9.17,잘가고 잘서고 기본기가 충실한 차입니다. 반자율 인식이 좋고 연비가 우수해요.
2026 메르세데스-벤츠 AMG GLC 쿠페,8.33,"신혼 2인가구이고 아기 곧 예정임 제 상황에 과하지도 좁지도 않은 아주 딱 좋은 사이즈여서 거주성은 10점줬음. 외관. 실내 디자인은 별 100개줘도 모자람 다만 각종 센서류 오류메세지가 굉장히 잦음. 연비는 그냥 딱 생각하던 정도임. 괜찮다. 주행성능? 벤츠가 처음이라 진짜 저단 꿀렁거림은 겪어보니 진짜 신경쓰이고 짜증남… 다만 저단 꿀렁이는 구간만 지나면 부드럽게, 힘좋게 가속감 느낄 수 있음. 주행에 있어선 저단꿀렁임빼곤 다 만족함"
2026 메르세데스-벤츠 AMG GLC 쿠페,9.17,"16년식 E220 9년 타다가 지금은 GLC300 4matic쿠페 AMG라인 타고 있음. E클 신형과 가격이 비슷해서 고민이 되었지만 새로운 스타일 한번 도전해봄. 가속이나 코너링 등 주행성능이 좋은 편. 285 타이어의 안정감이 체감됨. 노면이 좋으면 승차감이 E클보다 좋음. 노면이 안좋을 경우에는 E클 승차감이 좋음. 앞, 뒷자석 모두 거주성 측면에서 E클이 좋음. E클이 세단이므로 당연함. 그렇다고 GLC 뒷자석 레그룸이 부족하지는 않음. 앞뒤로 180이상이 타면 불편할 수도.. 트렁크는 쿠페형이라 상대적으로 작게 느껴짐. 골프백은 가로로 안들어가고 대각선으로 가능. X자 교차해서 골프백 2개 가능하고, 폴딩시 골프백 3개에 3인 탑승 가능. 트렁크 하단 히든스페이스가 매우 넓음. 보스턴백 2개정도 들어감. 실내 및 외관 디자인은 매우 만족. 쿠페는 디자인 아니면 구매할 이유가 별로 없음. Echo모드 평균연비 11km. 항속주행 기능 좋음."
2026 메르세데스-벤츠 AMG GLC 쿠페,8.67,벤츠는 정숙성? 이러는데 걍 차 아주 밟는데로 막 나가고 잘서고 디자인 기가막히고 짱츠짱츠하지만 벤츠는 벤츠인듯 역시.. 너무 이쁘고 너무 편한듯 정말 굿
2026 메르세데스-벤츠 AMG GLC 쿠페,9.67,"완전 좋음. 차량의 디자인과 연비, 실내 더 할 나위없음.........."
2026 메르세데스-벤츠 AMG GLC 쿠페,9.67,"밟는데로 잘 나가고 외관뿐 아니라 내부 앰비언트 디자인이 이쁘고 멋있습니다. 마일드 하이브리드로 연비 또한 좋네요! 다만, 안드로이드 오토 연결시 음악 끊김 현상이 있습니다. (안드로이드 버젼 호환 문제)"
2026 메르세데스-벤츠 AMG GLC 쿠페,9.33,디자인이 너무 예뻐요 할인받아 잘 산것 같아요 !!! 추천드립니다 고민하지 마세영~~
2026 메르세데스-벤츠 AMG GLC 쿠페,9.00,"연비를 제외하고 운전의 재미를 알게 해주는 차고, 누르는데로 날라가는 차 직접 타봐야 그 진면목을 알 수 있는 차라고 생각됩니다."
2026 메르세데스-벤츠 AMG GLC 쿠페,7.67,네비 먹통 48v방전 전기 장치 고장 말고는 만족함 볼보 xc90 수입차 입문 서비스 쎈터 국산차보다 서비스 받는게 나아서 좋다고 생각 했는대 볼보가 차가 몇대 없어서 써비스 받기가 조아요 벤츠 마크 빼고 볼보 보다 못해용
2026 메르세데스-벤츠 AMG GLC 쿠페,10.00,4기통이지만 최신 기술인 마일드 하이브리드 은근 좋습니다. 부드러운 가속이 6기통 같네요.
2026 마세라티 그레칼레,9.00,"패밀리카로 적당한 편안한 주행감, 달리고 싶을땐 또 드라이빙 감성 하나는 좋은 차. 차를 구성하는 소재가 전부 최고급 마감재라 거주 만족감이 매우 높음. 체감 연비는 공인연비랑 대충 맞는 수준."
2026 마세라티 그레칼레,9.33,제 드림카였던 마세라티!! 아무리 갬성으로 타는차라지만 솔직히 너무 수동이라 늘 주저햇엇는데 그레칼레 나오고 바로 바꿨습니당 정말 대만족이요👍🏼
2026 마세라티 그레칼레,9.17,두대째 마세라티 구매 .. 성능도 성능이지만 이 차는 감성으로 타는차 동급 독3사에선 느낄수 없는 이태리 갬성 ..
2026 마세라티 그레칼레,9.33,상당히 저평가된 차. 그돈씨 생각할거면 처음부터 접근하면 안되는 차고 나만의 감성이 중요하다면 충분히 만족할수 있는 차. 사진빨 정말 최악. 실물파
2026 렉서스 LM 하이브리드,9.00,디자인이 압도적이고 트렁크 공간부족 기름탱크 용량이 작음
2026 렉서스 LM 하이브리드,10.00,럭셔리 공간감 승차감 연비 끝판왕…넘사벽 패미리카. 4륜구동에 하이브리드. 모든 현존옵션 포함. 덤벼봐0
2026 제네시스 GV70,8.33,국산차 중형 SUV 탑 1 디자인 최고 단점은 연비 하지만 모든게 완벽할수 없기에 최고의 대체제
2026 제네시스 GV70,6.83,디자인 좋고 출력 좋음. 연비 나쁘고 승차감도 세단에 비교할 수는 없음. 풀옵이라 자잘한 기능들이 아주 많음. 그래도 뭔가 힘있으면서도 부드럽고 안정적이라는 느낌은 그렇게 강하지 않음.. SUV의 한계인듯.
2026 제네시스 GV70,8.67,연비는 아쉬움. 후면 스포일러 아랫부분은 주행후 먼지가 많이 쌓여 공기 흐름 개선 필요.
2026 제네시스 GV70,6.67,연비가 사악입니다 뭘 더 써야하죠? ㅁㄹ켯캿ㅋㅎ컇ㅋ샨샨샼랸샴갼새캏ㅋㄹ캴ㅋ후
2026 제네시스 GV70,9.17,고급스러우면서 세련되며 주행시 안정감이 좋습니다. 연비가 조금 안타갑습니다.
2026 제네시스 GV70,9.17,연비빼고 아쉬운게없는 차입니다 ! 디자인이 너무 예뻐서 탈때마다 힐링되요
2026 제네시스 GV70,8.33,"두달 탔는데 연비빼고는 대체로 만족합니다 디자인, 주행감 모두 좋고 핸들링도 좋네요 연비는 시내주행이 위주다보니두달평균 7.8정도네요 후석승차감도 괜찮고 편의기능도 좋네요"
2026 제네시스 GV70,9.67,운전하기 편하고 편의사항이 만족스럽다 연비가 조금만 더 좋으면 최고일꺼같은데
2026 제네시스 GV70,8.50,"체감성능 인테리어 디자인 모든것들이 만족스럽고 너무크지도 작지도 않아 운전하기가 괜찮음. 다만, 극악스러운 연비효율은 구매시 고민해야할 부분(출퇴근 시내주행시 정말 6~8 나옴). 할인이 전혀없는 부분도 아쉬움."
2026 제네시스 GV70,5.83,디자인은 괜찮고 가격은 비싸고 연비도 별루네요. ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
2026 제네시스 GV70,9.83,연비를 제외하고는 너무 좋은차인것 같습니다 정숙성 최고고 주행감 또한 너무 만족합니다
2026 제네시스 GV70,9.00,"파퓰러, SDS2 등 옵션 적당히 넣고 ’6천만원 초중반대‘ 출고 한다면 연비 빼곤 완벽한 차량 내부 고급감, 주행품질 등 가격 대비 최상의 만족감 다만, 7천만원대로 옵션질 할거면 X3로 가는게 낫다 봄."
2026 제네시스 GV70,8.33,주행감 좋고 외부소음 차단성능 좋은듯함. (뱅앤올룹때문..?) 외부디자인 특히 내부디자인 갑.. 2열 막그렇게 좁지않으나 카시트 설치시 애매모호한 공간…신혼부부나 갓난자녀있으신분 참고‘ㅡ’
2026 제네시스 GV70,9.17,주행성능 : 이전 차 320i에서 넘어와서 그런가 중고속 영역에서 쭉쭉 치고 나가는 느낌이 상당히 좋고 주행 안정성에 대해 말많은데 짜릿하다는 느낌은 있지만 뭐 불안하다 휘청거린다 사고난다 그런 느낌은 없음 빗길에서도 겁나 안정적임 이전 320탈 때보다 불안하다는 느낌은 거의 못받음 가격 : 풀옵이 아닌 기본형에 파퓰 빌캠만 얹고 할인 좀 받아서 6천 언더로 끊어서 그런지 가성비 괜찮음 거주성 : 생각보다 넓어서 놀랐음 품질 : 좋음 디자인은 말할것도 없고 연비가 좀 그런데 이건 나도 쉴드치긴 힘듬 다만 운전 습관에 따라 유류비 나가는 격차가 매우 크다 밟는 만큼 정직하게(?) 기름 먹는다
2026 제네시스 GV70,9.17,연비는 평균8정도 나옴 좋지도 나쁘지도않은 수준이긴한데 서스가 정말불편함 방지턱많은지역에살아서 승차감이 별로입니다 그리고 고질병 브레이크 땔때 끄윽끼익 소리나는데 점검받아보니 요새 환경규제때문에 패드에 철성분이많이들어가서 쇠긁는소리가 난다네요 비오는날은 소응이심함 참고하세요 페리세이드도 같이타는데 그건소리안나서 편한데 이차는 리얼 심합니다 쇳소리 민감하시분은 안타는걸 추천드려요
2026 제네시스 GV70,9.00,내외관은 고급져보이고 정숙한 고성능차량인거 같습니다. 단점이라곤 연비가 좋지못한점정도 말곤 없는것 같습니다.
2026 제네시스 GV70,7.00,이러저러한 부분 만족스러우나 유류대가 생각보다 많이 들어감. 의외로 실내 잡소리들이 좀 있어서 불만스러움
2026 제네시스 GV70,8.00,만족할만한 주행성능을 가지고 잘 달림. 스탑 앤고에서 재시동시 시동 충격이 디젤차보다 커서 놀람. 역시 연비는 생각 안하고 타야함.
2026 제네시스 GV70,9.50,"주행성능이 매우 좋습니다. 정숙성및 노면소음이 매우 좋으며, 연비도 고속도로에서 정속 주행시 14km/h 충분히 나와주고요, 현재 매우 만족하며 주행하고 있습니다"
2026 제네시스 GV70,8.17,"외관 깔끔하고, 밟은 대로 잘 나갑니다. 연비는 고속도로 주행 섞어야 11 정도 나오는 거 같습니다. 도심만 주행시 7,8 나옵니다.. 공간 적당하고 가격도 동급 대비 저렴한 편이여서 옵션 타협하고 사시면 좋은 차 입니다."
2026 제네시스 GV70,8.33,"6개월 후기. 연비 - 막히면 5~6 / 전용도로는 8~9 / 고속은 13 정도 공간 - 막 좁지 않고 탈만합니다. 단 키가 180 이상이라면 후석 승객이 힘들어 할듯. 그래도 시트가 편하고 장거리에도 무리 없습니다. 디자인 - 개취의 영역이지만 국산차 중엔 가장 잘 나왔다 생각하고, 동급(glc,x3 등) 대비 실내 고급감이 뛰어남 승차감 - 구매전 다양한 기회를 통해 쏘렌토 싼타페 팰리 x3 530i gv80 정도 시승해 보았으나 승차감의 기준을 컴포트로 놓는다면 gv70이 1위라 생각. BMW는 정말 쫀쫀하고 이래서 다들 비엠 하는구나 싶었고 정말 좋았으나, 일상적인 영역에서 편안한 주행감을 추구한다면 70이도 좋은 선택입니다. 뭐 그리고 어지간한 고속 아니면 70이도 불안하지 않고 탄탄하게 잡아줍니다. 총평 - 주행성능 1순위라면 BM 가시고, 예산에 맞게 옵션 택하시되 시트와 스피커는 꼭 넣길 추천. 전 스포츠 2.5t 후륜 19인치 했는데 21인치 할걸 후회중"
2026 제네시스 GV70,7.17,신형 머플러 배기구하고 옆라인 조금씩 아쉬운부분이있지만 만족하고있어요 연비라도괞찮으면 좋을려만
2026 제네시스 GV70,8.50,사실 실망스런 연비! 그외 모든사항 높은 점수를 주고싶다. 독차를 버리고 선택한 마이카 GV70 굿. 자다가도 보고푼 마이카 GV70사랑해. 우리 칠공아 안전운행! 화이팅!!!
2026 제네시스 GV70,8.67,옵션질로 옵션 넣을거 챙겨넣으면 아주좋음. 그리고 제발 고급유권장차에 고급유좀 넣으세요. 기름 한두번 넣고나서는 체감 엄청옵니다. 서울부산 장거리운전도 옵션빨로 편하게 다닐수있을정도 스포츠주행성향의차는아니지만 E-LSD기준 코너링도 준수한편 소재좋고 디자인좋고 다 좋은데 도어 잡소리가 많아서 잡기까지 노력이 필요함 이건 생산하는 공장문제인듯 ^^
2026 제네시스 GV70,9.00,이쁘고 좋아요 다만 연비가 ㅜㅜ 맘에 안들지만 그것빼곤 기능도 좋구 여자가 타기 넘좋은차 같아요 수입차 안부러워요
2026 제네시스 GV70,10.00,여성오너로서 승차 연비 주행감 쵝오인차량입니다.
2026 제네시스 GV70,9.00,전반적으로 우수한 품질과 디자인이다. 연비도 고속도로 위주로 운행이 잦다보니까 꽤 잘 나온다. 14 정도..
2026 제네시스 GV70,9.00,"전체적으로 연비제외 매우 만족 , 연비는 시내주행 5~6, 고속 주행 10~13"
2026 제네시스 GV70,9.00,차이쁘고 잘나갑니다 실내고급스럽고 연비는 정말 잘나가야 8키로입니다 연비생각할거면 다른차가 낫습니다
2026 제네시스 GV70,8.17,시내주행에 최적화된 승차감+정숙함을 누릴 수 있지만 연비가 안 좋아서 자주 주유소 가야함. 내외부 인테리어 흠잡을 데 없지만 차 가격 대비 리콜이슈라든지 잔고장 발생건들 (무상수리로 해결) 약간 속상함 ㅜㅜ 그래도 여러 옵션들 돈값하니 혹 이 차 구매 예정이신 분들 맘에 드는 옵션들은 걍 지르세요! 거의 모든 옵션 넣었는데 하루만 둬도 꺼지는 빌트인캠 빼곤 만족 중이고 안마시트 옵션을 뺀게 아직도 아른거리네요...ㅎㅎ
2026 제네시스 GV70,9.67,연비가 아쉽지만 주행속도 및 주행력 안정감 특히 코너링과 승차감은 suv중 단연 최고
2026 제네시스 GV70,4.33,생각보다 내부공간이 좁아서 혼자 타고 다니는 정도로 생각해야지 훼미리카로 보긴 어렵다
2026 제네시스 GV70,9.33,"예산 낮게 잡아서 그거에 맞게 끔 옵션 조정하시고는 고급감이 떨어진다 별로다 하는 건 평가가 올바르지 않은 것 같습니다. 제네시스 타시면서 가성비 이야기 하는 것도 이해안되구요, 유사 포지션 해외 차량 대비 모든 것이 우수합니다. 유지비 또한 신차 구매 기준으로 4~5년간 돈 나갈게 없습니다. (신차 출고시 제공 받는 소모품 교환 쿠폰과 긴 보증기간) 실내는 반드시 SDS2, 2열 컴포트 넣고 출고 하시길 바랍니다. 연비 이야기가 많은데, 주행거리가 특별히 많은 거 아닌 이상 크게 체감 안됩니다. 구매 고민하시는 분들 적극 추천드려요"
2026 제네시스 GV70,,클린봇이 부적절한 표현을 감지한 댓글입니다.
2026 제네시스 GV70,9.33,아기 한명있는 가족입니다.연비는고속주행 최고 시내주행 최악 그치만 디자인 여성이 타기에도 넘좋아서 만족합니다.조용하고 타면탈수록 좋아요 내인생에 최고 비싼차 많이 애껴주고 있는데 오래 사고없이 잘타고 다니고 싶네요
2026 제네시스 GV70,8.67,연비와 가격 빼고 다 만족해요 ㅎㅎ 다음 차도 또 이거 살거에요~ 너무 예뻐요~
2026 제네시스 GV70,9.83,딱7개월 탔습니다. 쏘나타 하이브리드 연비21타다 ㅋㅋㅋ현재 연비 9 나옵니다. 시내주행 7나옵니다.ㅋㅋㅋ 정확히 3배 연비.. 푸하하하 처음에는 걱정 많이 했는데.. 현재 주말 장거리가 많아서 연비10나옵니다. 상위 20%라고 합니다. 동일차 연비8.9 저는 아주 우수한 연비로 최고의 성능. 최고의 만족도를 느끼며 장거리 주행 즐깁니다. 단..트렁크가 너무 작아서 가장 아쉬운점입니다. 트렁크에 휠체어가 아주 간신히. 다른 차량은 거뜬하게 들어가는데. 저는 트렁크 짐 다빼고 간신히 아버지 휠체어 실었음.. 차박도 넘 좁아서 마음 비웠습니다.ㅋㅋ 나머지는 다 만족
2026 제네시스 GV70,8.50,"승차감 너무 좋고, 주행안정성도 만족,연비 생각허시는 분 비추. 패밀리카로 사용하기도 나쁘지 않습니다."
2026 제네시스 GV70,8.67,제가 20대 기준으로 솔직한 후기 적어드립니다. 일단 정숙성이랑 주행감은 국산차 중 당연히 최고라고 생각합니다. 다만 불편한 것은 연비가 좋지는 않습니다. 주말만 타고 있는데 그럼에도 불구하고 기름을 자주 넣어줘야 합니다. 실내 인테리어나 외부 인테리어는 너무 고급지고 이뻐서 불만 없이 너무 잘 타고 있습니다. 가격은 그래도 프리미엄차이다 보니 비싸지만 그래도 돈에 맞는 감성을 주는 거 같습니다 ㅎㅎ
2026 제네시스 GV70,9.00,1달반 승차중입니다 연비 말고는 단점이 없음 외형 실내 정숙성 승차감까지 다 좋음 연비는 대충 고급유 넣고 도심에선 타력주행 고속도로나 전용도로에서는 크루즈 모드 쓰면 도심6~9 고속도로11~13 나옵니다
2026 제네시스 GV70,9.33,"사실 이정도 금액타시는 거면 연비는 감수할수 있음. 그렇다고 엄청 안좋은 편?도 아님. 고속도로 10~12km/L 정도 나오고 도심 4~8km/L 정도 나옴. 그리고 승차감이나 내부/외부 디자인, 편리성(혜택 및 정비점검) 등등 암튼 종합적으로는 1년정도 탔는데 만족하며 타는 중."
2026 제네시스 GV70,9.00,"단점이라고는 연비 말고 찾기 힘듬 정숙성,주행성,실내고급감(sds2기준) 매우 좋음. 독일차 기준 동급 실내 내장제 들어간 차 구매하려면 최소 1억 이상은 써야함 제네시스 suv중 가장 완성도가 높다고 생각함"
2026 제네시스 GV70,9.33,"다른 건 다 좋습니다. 다만, 연비가 상상 이상으로 좋지 않기에 출퇴근으론 좋지 않은 것 같습니다."
2026 제네시스 GV70,7.83,연비 보고 타는차는 아닙니다. 연비 생각하시면 하이브리드나 전기차 타세요 ㅎㅎ
2026 제네시스 GV70,6.50,가성비가 좋은차는 아니나 수입차대비 as가 빠른게 가장큰 장점입니다. 가장큰 단점은 연비가 좋지 않습니다.
2026 제네시스 GV70,8.67,잡소리 조금 있는거 빼고 정숙하고 편안합니다. 연비만 조금 좋아지면 완벽한 차일거 같아요
2026 제네시스 GV70,8.67,차는 아주 만족스럽지만 연비가 안좋은건 확실한 단점입니다. 가격도 합리적인 수준
2026 제네시스 GV70,8.50,"씨클 비클 지엘에이45에이엠지 엠투 산타페 지칠공 이클 스파크 모하비 미니쿠퍼 그랜저 까지. 17년간 차를 바꿔가며 탔지만 요즘 차 가격이 하늘로 치솟은 지금, 7천짜리 지브이70의 성능, 품질, 디자인이 나머지 비교대상들 사이에서 군계일학입니다. 물론, 당연히 연비는 안좋지만요. 10년? 전에 타던 45에이엠지도 2천씨씨에 340마력이었던 기억이 있는데 연비가 거의 하이브리드 뺨치는 수준이었거든요. 참 기술력이란... 그래도 국산 자동차로 느낄 수 있는 코너링, 가속력 실내 고급감은 단연 최고가 아닐까 싶습니다."
2026 제네시스 GV70,6.33,"연비 신경쓰면 비추, 카시트 뒤보기 해야하면 개비추 그 외에 가격대비 뽀대 고급감 충만(sds2를 넣었을 경우) 추천옵션 21인치휠(이건 뽀다구가 다름 추천), 파퓰러패키지(그래도 제네시스탈꺼면 이건 넣자), sds2(어중간하게 sds1넣고 후회하는 사람 엄청 많이봄. 깡통 살꺼아니면 무조건 넣자) 파썬(이건 내가 안 넣고 존나 후회하는중. 실내가 체감상 작고 낮은 느낌이어서 개답답함. 파썬 필요없다 주의인데 있는차 타보니 후회됨), 넣어서 후회하는옵션은 빌트인캐인데 증강현실은 좀 뽀다구 나긴 하는데 그닥이고, 빌트인은 차 자주 안타니까 초반 몇시간 녹화되고 걍 강제종료됨. 차라리 그냥 사제 블박할껄 하는 후회됨. 정리하면 sds2, 휠 21인치, 파퓰러, 파썬넣으면 6천 중후반인데 이정도 넣고 그 이상은 70에는 과분함. 아~~~~시내연비는 4~6사이니까 참고하셈. 농담아니고 진짜 이렇게나옴. 카페가면 7~8 나오면 신기해함"
2026 제네시스 GV70,9.83,역시 제네시스 하차감은 아주 좋네요. 연비가 좀 아쉽고 트렁크 공간이 살짝 작아보이지만 만족합니다
2026 제네시스 GV70,7.17,차 주행성능 나쁘지 않고 디자인 이쁘고 편의 기능 다 갖추어져있지만 연비가 조금 별롭니다 그래도 아주 만족합니다
2026 제네시스 GV70,6.83,현대자동차의 역작. Suv라고는 믿기지않는 정숙성과 세련된 디자인. 중산층 젊은이들의 드림카 그러나 쉽지않은 가격과 연비
2026 제네시스 GV70,9.00,고급유 넣으니 약간 기름 줄어드는게 느려져서 체감연비는 늘긴 하지만..연비빼고 만족합니다
2026 제네시스 GV70,8.67,가격 대비 품질과 성능 우수합니다 다만 연비는 예상했던 대로 저조하네요
2026 제네시스 GV70,8.50,너무 만족스러워요 연비만 좀 더 좋으면 최고일텐데하는게 유일한 아쉬움 입니다.
2026 제네시스 GV70,9.00,한국에서 만든 차량중에는 손에 꼽힌다. C-Class 에서 이차로 넘어왔지만 고속주행에서의 안정감 빼고는 모두 칭찬한다. 앞으로 더 개선된 차량이 나오면 나는 계속 GV70을 선택할 것이다. 왜냐하면 좋은 차량이니까....
2026 제네시스 GV70,7.50,"자잘한 결함이 있네요.( 와이퍼, 이지 억세스, 전용어플 ) 그리고 세단대비 차가 불안해요 suv가 첨이라 느끼는 점인듯 합니다 그 외 연비 빼곤 대체적으로 만족(주행성능, 승차감, 소음억제, 마감 등)합니다"
2026 제네시스 GV70,7.67,일상 주행에서 스트레스 없고 변속 부드러움. 반자율 주행은 아직 갈 길이 조금 많이 남아있음. 연비는 주행 연비는 좋지만 정차시 연료 소모가 비효율적임.
2026 제네시스 GV70,7.50,"안녕하세요? GV70 F/L 여성 오너 입니다. 연비는 많은 분들이 말씀하시는 것과 같이 낮은건 맞습니다만, 눈이 잘 안내리는 지역인 곳에도 폭설이 왔는데요~ 눈/비 오는날에 운전을 하더라도 평소와 비슷한 제동거리 인 것 같아 안전성 있는 차라고 생각합니다. 그리고… 사고가 날 것 같으면 자동으로 안전벨트를 꽉 조여주면서 차가 멈추는데 운전에 미숙한 분들이 타기에도 좋은 것 같아요. 세단만 찾던 저에게 SUV취득세 일부 감면 혜택으로 마지못해 SUV구매 했지만, 시야가 넓어서 사방 확인하기 좋았어요!^^ 디자인도 예쁘지만, 안전하기까지도 한 GV70 추천 드려요^^"
2026 제네시스 GV70,6.83,"디자인(인테리어 , 익스테리어) 옵션은 대만족!! 주행질감은 참 별로임. 제네시스되도 미션은 너무 별로임 초반 굼뜸. 뽑기를 잘못한건가싶음. 출퇴근 시내 연비 4~5 나오고 고속도록 정속주행하면 12~15까진 나옴 4기통 산걸 제일 후회함."
2026 제네시스 GV70,8.67,"주행시 편안함, 외부 소음 차단 만족. 연비는 안 좋지만 연비운전하면 그나마 괜찮음"
2026 제네시스 GV70,8.67,우선 디자인이 마음에 들고 내부가 예뻐서 탈 때마다 기분이 좋다. 정숙성과 디자인이 장점이라고 생각한다. 또한 옵션이 매우 유용하며 가격 대비 좋은편이다. 연비가 안좋다는 말이 많은데 강남 같이 막히는 시내 주행엔 비추 너무 안좋게 나옴. 내 기준 일반 시내나 고속도로는 크게 부담 되진 않는다. 전체적으로 만족하며 타고 있다.
2026 제네시스 GV70,9.50,디자인 좋으며 연비 생각보다 좋습니다. 승차감 마력 부족할거 없이 좋으며 어떤 차를 보더라도 부럽지 않고 잘 샀다 생각이 드는 매우 매력적인 차!
2026 제네시스 GV70,9.00,산타페 타다가 gv70으로 바꿈 디자인 👍 정숙성 👍 아쉬운 연비
2026 제네시스 GV70,10.00,"25년식 JK1 FL을 구입하였습니다. 널찍한 실내 공간과 페이스리프트에 적용된 27인치 통합형 디스플레이가 딱 마음에 듭니다. 연비가 나쁠것이라 생각했는데... 4개월이 지난 시점에서 시내주행 9.8km/l, 고속주행 13.9km/l 정도로 준수하네요. 하이브리드 적용되면 16~18km/l 정도 예상해봅니다. 어서 하이브리드 적용된 모델을 만나보고 싶습니다."
2026 제네시스 GV70,10.00,옵션없이 깡통으로 샀는데도 대만족입니다!! 주행성능도 좋고 승차감도 세단이랑 비슷하게 좋습니다~ 인테리어는 정말 너무 좋아서 탈 때마다 기분이 좋습니다 ㅎㅎ
2026 제네시스 GV70,8.50,"안정감있으면서도 파워풀한 주행감, 생각보다 잘 나오는 연비, 그리고 외관 내관 디자인 감성 모두 훌륭합니다👍🏼"
2026 제네시스 GV70,7.33,다 좋지만 연비가 크흠 쪼금 많이 안좋ㅇ요... `1````````````
2026 제네시스 GV70,9.00,연비는 하이브리드가 아닌이상 좋을리 없지만 그거 빼고 나머진 한국사람 입맛에 좋게 딱입니다. 고급스럽고 전체적으로 좋지만 정말 좋은건 너무 조용합니다.
2026 제네시스 GV70,8.67,"페이스리프트 2.5T AWD 스포츠 타고있습니다. 플라스틱을 최소화한 인테리어 품질은 훌륭하다고 생각합니다. 실내공간도 뒷자리 공간이 생각보다 잘 나옵니다. 다만 트렁크 공간은 약간 아쉽습니다. 터보랙은 약간 있고 고급유 세팅 차량으로 고급유를 주유해야 출력이 제대로 느껴집니다.(일반유 넣으면 체감상 250마력 정도? 2~30 마력은 빠지는 느낌입니다. 그런데 주변에 GV70에 고급유 넣는 분이 거의 없더라고요...) 연비는 좀 헬입니다. 고속도로 10~11km/L, 시내주행 6~7km/L정도 나옵니다.(저는 시내주행 비율이 높아서 평균 8km/L 정도 나오네요.)"
2026 제네시스 GV70,8.50,"24년 07월 FL 구매 후 작성하는 지극히 주관적인 의견 1. 동급 수입차 대비 고급스러운 익스/인테리어 - 외부는 개인 취향이 반영되겠지만, 실내 마감재나 시트 및 천장 스웨이드 가죽(본인 스포츠 SDS1 선택) 사용 등 동급 수입차 대비 고급스러움 + 스피커 음질 좋음(B&W기준, 본인 막귀) 2. 4기통임에도 만족스러운 출력 - 304마력답게 직빨성능이나 가속에서 동급 외제차에 밀리지 않음 (B사나 M사 4기통 기준) - 이건 단점일수도 있는데 제네시스 세팅 자체가 초반보단 중후반 가속 위주로 되어있는 것 같음 컴포트 모드 기준 풀악셀 밟으면 1초 ~ 1.5초 정도 미션 얼타다가 갑자기 터지는 느낌 약간 어 나 진짜 가? 간다? 하고 밀어줌 ( 스포츠나 스포츠플러스 모드는 빠릿빠릿함) 3. 뽑기운에 따라 다르겠지만 품질 왔다갔다 함 - 수입차라도 별반 다를바가 있겠냐만은, 본인은 네비 돌빵 당첨, 실내 단차 조금 안맞음 세차 후 쿼터글라스에서 물떨어짐 등"
2026 제네시스 GV70,8.50,진짜 연비빼곤 모두 만족합니다. 디자인부터 승차감까지... 근데 오토스탑 후 시동걸릴때 제네시스급에 안맞게 좀 떨어요
2026 제네시스 GV70,7.67,조선의마칸 너무 이쁘고 국내에서는 원탑이다 하지만 가성비쪽에서는 너무 아쉽다
2026 제네시스 GV70,7.33,연비는 정말 ... 별루 입니다. 기름 가득채워도 오래 못가요. 디자인이나 주행성능은 좋아요.
2026 제네시스 GV70,9.33,아직도 국산차가 90년대때인줄알고있는건지 제네시스는 이만한가성비가없는거고 이만한성능에 연비따지는 그런모순때문에 평가가이렇구만...포르쉐타면서 연비생각하는사람있나?같은성능 비슷한성능이니 연비가안나오는게당연한걸 그런걸모르고 평가를 이리한다니 차알못들 넘쳐나는구만... 가성비 풀옵션기준 이만한옵션으로 수입차타려면 최소1억이상이어야됨 연비 3.5기준 380마력 54토크타려면 M이나 AMG가야되고 이또한 최소1억이상 이게팩트임
2026 제네시스 GV70,7.83,연비만 빼면 아주 만족합니다. 2.5T 스포츠에 옵션넣으면 7천만원은 가볍게 넘어가네요~
2026 제네시스 GV70,9.67,"주행성능ㅡ 터보랙이 좀 있음. 즉각적인 반응 필요없고 느긋하게 운전해서 오히려좋음 거주성ㅡ실내공간, 편의사항, 운전자보조기능, 안전기능 등 동급 외제차에 비해 뛰어남 품질ㅡ나무랄때 없음 디자인ㅡ나는 좋아보임 연비ㅡ주행시간이 충분하다면 시내주행7km~8km, 고속도로 11km~13km 결론ㅡ아주 만족함. glc, x3보다 훨 나음"
